Site,Location,File,Date,Time,#Flowers,#Number,Insect,#Minutes,#Minutes2,#Minutes3,#Minutes 4
c1.1,Loc1,c1.1_20170619_170300.jpg,20170619,1703,2,,,,,,
c1.1,Loc1,c1.1_20170619_170400.jpg,20170619,1704,2, ,,,,,
c1.1,Loc1,c1.1_20170619_170500.jpg,20170619,1705,2,1,,1,,,
c1.1,Loc1,c1.1_20170619_170600.jpg,20170619,1706,2,,,,,,
c1.1,Loc1,c1.1_20170619_170700.jpg,20170619,1707,2,,,,,,
c1.1,Loc1,c1.1_20170619_170800.jpg,20170619,1708,2,,,,,,
c1.1,Loc1,c1.1_20170619_170900.jpg,20170619,1709,2,,,,,,
c1.1,Loc1,c1.1_20170619_171000.jpg,20170619,1710,2,,,,,,
c1.1,Loc1,c1.1_20170619_171100.jpg,20170619,1711,2,,,,,,
c1.1,Loc1,c1.1_20170619_171200.jpg,20170619,1712,2,,,,,,
c1.1,Loc1,c1.1_20170619_171300.jpg,20170619,1713,2,,,,,,
c1.1,Loc1,c1.1_20170619_171400.jpg,20170619,1714,2,,,,,,
c1.1,Loc1,c1.1_20170619_171500.jpg,20170619,1715,2,,,,,,
c1.1,Loc1,c1.1_20170619_171600.jpg,20170619,1716,2,,,,,,
c1.1,Loc1,c1.1_20170619_171700.jpg,20170619,1717,2,,,,,,
c1.1,Loc1,c1.1_20170619_171800.jpg,20170619,1718,2,,,,,,
c1.1,Loc1,c1.1_20170619_171900.jpg,20170619,1719,2,,,,,,
c1.1,Loc1,c1.1_20170619_172000.jpg,20170619,1720,2,,,,,,
c1.1,Loc1,c1.1_20170619_172100.jpg,20170619,1721,2,1,,1,,,
c1.1,Loc1,c1.1_20170619_172200.jpg,20170619,1722,2,,,,,,
c1.1,Loc1,c1.1_20170619_172300.jpg,20170619,1723,2,,,,,,
c1.1,Loc1,c1.1_20170619_172400.jpg,20170619,1724,2,,,,,,
c1.1,Loc1,c1.1_20170619_172500.jpg,20170619,1725,2,1,,1,,,
c1.1,Loc1,c1.1_20170619_172600.jpg,20170619,1726,2,,,,,,
c1.1,Loc1,c1.1_20170619_172700.jpg,20170619,1727,2,,,,,,
c1.1,Loc1,c1.1_20170619_172800.jpg,20170619,1728,2,,,,,,
c1.1,Loc1,c1.1_20170619_172900.jpg,20170619,1729,2,,,,,,
c1.1,Loc1,c1.1_20170619_173000.jpg,20170619,1730,2,,,,,,
c1.1,Loc1,c1.1_20170619_173100.jpg,20170619,1731,2,,,,,,
c1.1,Loc1,c1.1_20170619_173200.jpg,20170619,1732,2,,,,,,
c1.1,Loc1,c1.1_20170619_173300.jpg,20170619,1733,2,,,,,,
c1.1,Loc1,c1.1_20170619_173400.jpg,20170619,1734,2,1,,6,,,
c1.1,Loc1,c1.1_20170619_173500.jpg,20170619,1735,2,1,,,,,
c1.1,Loc1,c1.1_20170619_173600.jpg,20170619,1736,2,1,,,,,
c1.1,Loc1,c1.1_20170619_173700.jpg,20170619,1737,2,1,,,,,
c1.1,Loc1,c1.1_20170619_173800.jpg,20170619,1738,2,1,,,,,
c1.1,Loc1,c1.1_20170619_173900.jpg,20170619,1739,2,1,,,,,
c1.1,Loc1,c1.1_20170619_174000.jpg,20170619,1740,2,,,,,,
c1.1,Loc1,c1.1_20170619_174100.jpg,20170619,1741,2,1,,1,,,
c1.1,Loc1,c1.1_20170619_174200.jpg,20170619,1742,2,,,,,,
c1.1,Loc1,c1.1_20170619_174300.jpg,20170619,1743,2,1,,1,,,
c1.1,Loc1,c1.1_20170619_174400.jpg,20170619,1744,2,,,,,,
c1.1,Loc1,c1.1_20170619_174500.jpg,20170619,1745,2,,,,,,
c1.1,Loc1,c1.1_20170619_174600.jpg,20170619,1746,2,,,,,,
c1.1,Loc1,c1.1_20170619_174700.jpg,20170619,1747,2,,,,,,
c1.1,Loc1,c1.1_20170619_174800.jpg,20170619,1748,2,,,,,,
c1.1,Loc1,c1.1_20170619_174900.jpg,20170619,1749,2,1,,1,,,
c1.1,Loc1,c1.1_20170619_175000.jpg,20170619,1750,2,,,,,,
c1.1,Loc1,c1.1_20170619_175100.jpg,20170619,1751,2,1,,1,,,
c1.1,Loc1,c1.1_20170619_175200.jpg,20170619,1752,2,,,,,,
c1.1,Loc1,c1.1_20170619_175300.jpg,20170619,1753,2,,,,,,
c1.1,Loc1,c1.1_20170619_175400.jpg,20170619,1754,2,,,,,,
c1.1,Loc1,c1.1_20170619_175500.jpg,20170619,1755,2,,,,,,
c1.1,Loc1,c1.1_20170619_175600.jpg,20170619,1756,2,,,,,,
c1.1,Loc1,c1.1_20170619_175700.jpg,20170619,1757,2,,,,,,
c1.1,Loc1,c1.1_20170619_175800.jpg,20170619,1758,2,,,,,,
c1.1,Loc1,c1.1_20170619_175900.jpg,20170619,1759,2,,,,,,
c1.1,Loc1,c1.1_20170619_180000.jpg,20170619,1800,2,,,,,,
c1.1,Loc1,c1.1_20170619_180100.jpg,20170619,1801,2,,,,,,
c1.1,Loc1,c1.1_20170619_180200.jpg,20170619,1802,2,,,,,,
c1.1,Loc1,c1.1_20170619_180300.jpg,20170619,1803,2,,,,,,
c1.1,Loc1,c1.1_20170619_180400.jpg,20170619,1804,2,1,,1,,,
c1.1,Loc1,c1.1_20170619_180500.jpg,20170619,1805,2,,,,,,
c1.1,Loc1,c1.1_20170619_180600.jpg,20170619,1806,2,,,,,,
c1.1,Loc1,c1.1_20170619_180700.jpg,20170619,1807,2,,,,,,
c1.1,Loc1,c1.1_20170619_180800.jpg,20170619,1808,2,,,,,,
c1.1,Loc1,c1.1_20170619_180900.jpg,20170619,1809,2,,,,,,
c1.1,Loc1,c1.1_20170619_181000.jpg,20170619,1810,2,,,,,,
c1.1,Loc1,c1.1_20170619_181100.jpg,20170619,1811,2,,,,,,
c1.1,Loc1,c1.1_20170619_181200.jpg,20170619,1812,2,,,,,,
c1.1,Loc1,c1.1_20170619_181300.jpg,20170619,1813,2,,,,,,
c1.1,Loc1,c1.1_20170619_181400.jpg,20170619,1814,2,,,,,,
c1.1,Loc1,c1.1_20170619_181500.jpg,20170619,1815,2,,,,,,
c1.1,Loc1,c1.1_20170619_181600.jpg,20170619,1816,2,,,,,,
c1.1,Loc1,c1.1_20170619_181700.jpg,20170619,1817,2,,,,,,
c1.1,Loc1,c1.1_20170619_181800.jpg,20170619,1818,2,,,,,,
c1.1,Loc1,c1.1_20170619_181900.jpg,20170619,1819,2,,,,,,
c1.1,Loc1,c1.1_20170619_182000.jpg,20170619,1820,2,,,,,,
c1.1,Loc1,c1.1_20170619_182100.jpg,20170619,1821,2,,,,,,
c1.1,Loc1,c1.1_20170619_182200.jpg,20170619,1822,2,1,,1,,,
c1.1,Loc1,c1.1_20170619_182300.jpg,20170619,1823,2,,,,,,
c1.1,Loc1,c1.1_20170619_182400.jpg,20170619,1824,2,,,,,,
c1.1,Loc1,c1.1_20170619_182500.jpg,20170619,1825,2,,,,,,
c1.1,Loc1,c1.1_20170619_182600.jpg,20170619,1826,2,,,,,,
c1.1,Loc1,c1.1_20170619_182700.jpg,20170619,1827,2,1,,1,,,
c1.1,Loc1,c1.1_20170619_182800.jpg,20170619,1828,2,,,,,,
c1.1,Loc1,c1.1_20170619_182900.jpg,20170619,1829,2,1,,1,,,
c1.1,Loc1,c1.1_20170619_183000.jpg,20170619,1830,2,,,,,,
c1.1,Loc1,c1.1_20170619_183100.jpg,20170619,1831,2,,,,,,
c1.1,Loc1,c1.1_20170619_183200.jpg,20170619,1832,2,,,,,,
c1.1,Loc1,c1.1_20170619_183300.jpg,20170619,1833,2,1,,1,,,
c1.1,Loc1,c1.1_20170619_183400.jpg,20170619,1834,2,,,,,,
c1.1,Loc1,c1.1_20170619_183500.jpg,20170619,1835,2,,,,,,
c1.1,Loc1,c1.1_20170619_183600.jpg,20170619,1836,2,,,,,,
c1.1,Loc1,c1.1_20170619_183700.jpg,20170619,1837,2,,,,,,
c1.1,Loc1,c1.1_20170619_183800.jpg,20170619,1838,2,,,,,,
c1.1,Loc1,c1.1_20170619_183900.jpg,20170619,1839,2,,,,,,
c1.1,Loc1,c1.1_20170619_184000.jpg,20170619,1840,2,,,,,,
c1.1,Loc1,c1.1_20170619_184100.jpg,20170619,1841,2,,,,,,
c1.1,Loc1,c1.1_20170619_184200.jpg,20170619,1842,2,,,,,,
c1.1,Loc1,c1.1_20170619_184300.jpg,20170619,1843,2,,,,,,
c1.1,Loc1,c1.1_20170619_184400.jpg,20170619,1844,2,,,,,,
c1.1,Loc1,c1.1_20170619_184500.jpg,20170619,1845,2,,,,,,
c1.1,Loc1,c1.1_20170619_184600.jpg,20170619,1846,2,1,,1,,,
c1.1,Loc1,c1.1_20170619_184700.jpg,20170619,1847,2,,,,,,
c1.1,Loc1,c1.1_20170619_184800.jpg,20170619,1848,2,,,,,,
c1.1,Loc1,c1.1_20170619_184900.jpg,20170619,1849,2,,,,,,
c1.1,Loc1,c1.1_20170619_185000.jpg,20170619,1850,2,1,,1,,,
c1.1,Loc1,c1.1_20170619_185100.jpg,20170619,1851,2,,,,,,
c1.1,Loc1,c1.1_20170619_185200.jpg,20170619,1852,2,1,,1,,,
c1.1,Loc1,c1.1_20170619_185300.jpg,20170619,1853,2,,,,,,
c1.1,Loc1,c1.1_20170619_185400.jpg,20170619,1854,2,,,,,,
c1.1,Loc1,c1.1_20170619_185500.jpg,20170619,1855,2,,,,,,
c1.1,Loc1,c1.1_20170619_185600.jpg,20170619,1856,2,,,,,,
c1.1,Loc1,c1.1_20170619_185700.jpg,20170619,1857,2,1,,1,,,
c1.1,Loc1,c1.1_20170619_185800.jpg,20170619,1858,2,,,,,,
c1.1,Loc1,c1.1_20170619_185900.jpg,20170619,1859,2,,,,,,
c1.1,Loc1,c1.1_20170619_190000.jpg,20170619,1900,3,,,,,,
c1.1,Loc1,c1.1_20170619_190100.jpg,20170619,1901,3,,,,,,
c1.1,Loc1,c1.1_20170619_190200.jpg,20170619,1902,3,,,,,,
c1.1,Loc1,c1.1_20170619_190300.jpg,20170619,1903,3,,,,,,
c1.1,Loc1,c1.1_20170619_190400.jpg,20170619,1904,3,,,,,,
c1.1,Loc1,c1.1_20170619_190500.jpg,20170619,1905,3,,,,,,
c1.1,Loc1,c1.1_20170619_190600.jpg,20170619,1906,3,,,,,,
c1.1,Loc1,c1.1_20170619_190700.jpg,20170619,1907,3,,,,,,
c1.1,Loc1,c1.1_20170619_190800.jpg,20170619,1908,3,,,,,,
c1.1,Loc1,c1.1_20170619_190900.jpg,20170619,1909,3,,,,,,
c1.1,Loc1,c1.1_20170619_191000.jpg,20170619,1910,3,,,,,,
c1.1,Loc1,c1.1_20170619_191100.jpg,20170619,1911,3,,,,,,
c1.1,Loc1,c1.1_20170619_191200.jpg,20170619,1912,3,,,,,,
c1.1,Loc1,c1.1_20170619_191300.jpg,20170619,1913,3,,,,,,
c1.1,Loc1,c1.1_20170619_191400.jpg,20170619,1914,3,1,,1,,,
c1.1,Loc1,c1.1_20170619_191500.jpg,20170619,1915,3,1,,2,,,
c1.1,Loc1,c1.1_20170619_191600.jpg,20170619,1916,3,1,,,,,
c1.1,Loc1,c1.1_20170619_191700.jpg,20170619,1917,3,,,,,,
c1.1,Loc1,c1.1_20170619_191800.jpg,20170619,1918,3,,,,,,
c1.1,Loc1,c1.1_20170619_191900.jpg,20170619,1919,3,,,,,,
c1.1,Loc1,c1.1_20170619_192000.jpg,20170619,1920,3,,,,,,
c1.1,Loc1,c1.1_20170619_192100.jpg,20170619,1921,3,,,,,,
c1.1,Loc1,c1.1_20170619_192200.jpg,20170619,1922,3,,,,,,
c1.1,Loc1,c1.1_20170619_192300.jpg,20170619,1923,3,,,,,,
c1.1,Loc1,c1.1_20170619_192400.jpg,20170619,1924,3,,,,,,
c1.1,Loc1,c1.1_20170619_192500.jpg,20170619,1925,3,,,,,,
c1.1,Loc1,c1.1_20170619_192600.jpg,20170619,1926,3,,,,,,
c1.1,Loc1,c1.1_20170619_192700.jpg,20170619,1927,3,,,,,,
c1.1,Loc1,c1.1_20170619_192800.jpg,20170619,1928,3,,,,,,
c1.1,Loc1,c1.1_20170619_192900.jpg,20170619,1929,3,,,,,,
c1.1,Loc1,c1.1_20170619_193000.jpg,20170619,1930,3,,,,,,
c1.1,Loc1,c1.1_20170619_193100.jpg,20170619,1931,3,,,,,,
c1.1,Loc1,c1.1_20170619_193200.jpg,20170619,1932,3,,,,,,
c1.1,Loc1,c1.1_20170619_193300.jpg,20170619,1933,3,,,,,,
c1.1,Loc1,c1.1_20170619_193400.jpg,20170619,1934,3,,,,,,
c1.1,Loc1,c1.1_20170619_193500.jpg,20170619,1935,3,,,,,,
c1.1,Loc1,c1.1_20170619_193600.jpg,20170619,1936,3,,,,,,
c1.1,Loc1,c1.1_20170619_193700.jpg,20170619,1937,3,,,,,,
c1.1,Loc1,c1.1_20170619_193800.jpg,20170619,1938,3,,,,,,
c1.1,Loc1,c1.1_20170619_193900.jpg,20170619,1939,3,,,,,,
c1.1,Loc1,c1.1_20170619_194000.jpg,20170619,1940,3,,,,,,
c1.1,Loc1,c1.1_20170619_194100.jpg,20170619,1941,3,,,,,,
c1.1,Loc1,c1.1_20170619_194200.jpg,20170619,1942,3,,,,,,
c1.1,Loc1,c1.1_20170619_194300.jpg,20170619,1943,3,,,,,,
c1.1,Loc1,c1.1_20170619_194400.jpg,20170619,1944,3,,,,,,
c1.1,Loc1,c1.1_20170619_194500.jpg,20170619,1945,3,,,,,,
c1.1,Loc1,c1.1_20170619_194600.jpg,20170619,1946,3,,,,,,
c1.1,Loc1,c1.1_20170619_194700.jpg,20170619,1947,3,,,,,,
c1.1,Loc1,c1.1_20170619_194800.jpg,20170619,1948,3,1,,1,,,
c1.1,Loc1,c1.1_20170619_194900.jpg,20170619,1949,3,,,,,,
c1.1,Loc1,c1.1_20170619_195000.jpg,20170619,1950,3,,,,,,
c1.1,Loc1,c1.1_20170619_195100.jpg,20170619,1951,3,,,,,,
c1.1,Loc1,c1.1_20170619_195200.jpg,20170619,1952,3,,,,,,
c1.1,Loc1,c1.1_20170619_195300.jpg,20170619,1953,3,,,,,,
c1.1,Loc1,c1.1_20170619_195400.jpg,20170619,1954,3,,,,,,
c1.1,Loc1,c1.1_20170619_195500.jpg,20170619,1955,3,,,,,,
c1.1,Loc1,c1.1_20170619_195600.jpg,20170619,1956,3,,,,,,
c1.1,Loc1,c1.1_20170619_195700.jpg,20170619,1957,3,,,,,,
c1.1,Loc1,c1.1_20170619_195800.jpg,20170619,1958,3,,,,,,
c1.1,Loc1,c1.1_20170619_195900.jpg,20170619,1959,3,,,,,,
c1.1,Loc1,c1.1_20170619_200000.jpg,20170619,2000,3,,,,,,
c1.1,Loc1,c1.1_20170619_200100.jpg,20170619,2001,3,,,,,,
c1.1,Loc1,c1.1_20170619_200200.jpg,20170619,2002,3,,,,,,
c1.1,Loc1,c1.1_20170619_200300.jpg,20170619,2003,3,,,,,,
c1.1,Loc1,c1.1_20170619_200400.jpg,20170619,2004,3,,,,,,
c1.1,Loc1,c1.1_20170619_200500.jpg,20170619,2005,3,1,,1,,,
c1.1,Loc1,c1.1_20170619_200600.jpg,20170619,2006,3,,,,,,
c1.1,Loc1,c1.1_20170619_200700.jpg,20170619,2007,3,,,,,,
c1.1,Loc1,c1.1_20170619_200800.jpg,20170619,2008,3,,,,,,
c1.1,Loc1,c1.1_20170619_200900.jpg,20170619,2009,3,,,,,,
c1.1,Loc1,c1.1_20170619_201000.jpg,20170619,2010,3,,,,,,
c1.1,Loc1,c1.1_20170619_201100.jpg,20170619,2011,3,,,,,,
c1.1,Loc1,c1.1_20170619_201200.jpg,20170619,2012,3,,,,,,
c1.1,Loc1,c1.1_20170619_201300.jpg,20170619,2013,3,,,,,,
c1.1,Loc1,c1.1_20170619_201400.jpg,20170619,2014,3,,,,,,
c1.1,Loc1,c1.1_20170619_201500.jpg,20170619,2015,3,,,,,,
c1.1,Loc1,c1.1_20170619_201600.jpg,20170619,2016,3,,,,,,
c1.1,Loc1,c1.1_20170619_201700.jpg,20170619,2017,3,,,,,,
c1.1,Loc1,c1.1_20170619_201800.jpg,20170619,2018,3,,,,,,
c1.1,Loc1,c1.1_20170619_201900.jpg,20170619,2019,3,,,,,,
c1.1,Loc1,c1.1_20170619_202000.jpg,20170619,2020,3,,,,,,
c1.1,Loc1,c1.1_20170619_202100.jpg,20170619,2021,3,,,,,,
c1.1,Loc1,c1.1_20170619_202200.jpg,20170619,2022,3,,,,,,
c1.1,Loc1,c1.1_20170619_202300.jpg,20170619,2023,3,,,,,,
c1.1,Loc1,c1.1_20170619_202400.jpg,20170619,2024,3,,,,,,
c1.1,Loc1,c1.1_20170619_202500.jpg,20170619,2025,3,,,,,,
c1.1,Loc1,c1.1_20170619_202600.jpg,20170619,2026,3,,,,,,
c1.1,Loc1,c1.1_20170619_202700.jpg,20170619,2027,3,,,,,,
c1.1,Loc1,c1.1_20170619_202800.jpg,20170619,2028,3,,,,,,
c1.1,Loc1,c1.1_20170619_202900.jpg,20170619,2029,3,,,,,,
c1.1,Loc1,c1.1_20170619_203000.jpg,20170619,2030,3,,,,,,
c1.1,Loc1,c1.1_20170619_203100.jpg,20170619,2031,3,,,,,,
c1.1,Loc1,c1.1_20170619_203200.jpg,20170619,2032,3,,,,,,
c1.1,Loc1,c1.1_20170619_203300.jpg,20170619,2033,3,,,,,,
c1.1,Loc1,c1.1_20170619_203400.jpg,20170619,2034,3,,,,,,
c1.1,Loc1,c1.1_20170619_203500.jpg,20170619,2035,3,,,,,,
c1.1,Loc1,c1.1_20170619_203600.jpg,20170619,2036,3,,,,,,
c1.1,Loc1,c1.1_20170619_203700.jpg,20170619,2037,3,,,,,,
c1.1,Loc1,c1.1_20170619_203800.jpg,20170619,2038,3,,,,,,
c1.1,Loc1,c1.1_20170619_203900.jpg,20170619,2039,3,,,,,,
c1.1,Loc1,c1.1_20170619_204000.jpg,20170619,2040,3,,,,,,
c1.1,Loc1,c1.1_20170619_204100.jpg,20170619,2041,3,1,,1,,,
c1.1,Loc1,c1.1_20170619_204200.jpg,20170619,2042,3,,,,,,
c1.1,Loc1,c1.1_20170619_204300.jpg,20170619,2043,3,,,,,,
c1.1,Loc1,c1.1_20170619_204400.jpg,20170619,2044,3,,,,,,
c1.1,Loc1,c1.1_20170619_204500.jpg,20170619,2045,3,,,,,,
c1.1,Loc1,c1.1_20170620_071100.jpg,20170620,711,1,,,,,,
c1.1,Loc1,c1.1_20170620_071200.jpg,20170620,712,1,,,,,,
c1.1,Loc1,c1.1_20170620_071300.jpg,20170620,713,1,,,,,,
c1.1,Loc1,c1.1_20170620_071400.jpg,20170620,714,1,,,,,,
c1.1,Loc1,c1.1_20170620_071500.jpg,20170620,715,1,,,,,,
c1.1,Loc1,c1.1_20170620_071600.jpg,20170620,716,1,,,,,,
c1.1,Loc1,c1.1_20170620_071700.jpg,20170620,717,1,,,,,,
c1.1,Loc1,c1.1_20170620_071800.jpg,20170620,718,1,,,,,,
c1.1,Loc1,c1.1_20170620_071900.jpg,20170620,719,1,,,,,,
c1.1,Loc1,c1.1_20170620_072000.jpg,20170620,720,1,,,,,,
c1.1,Loc1,c1.1_20170620_072100.jpg,20170620,721,1,,,,,,
c1.1,Loc1,c1.1_20170620_072200.jpg,20170620,722,1,,,,,,
c1.1,Loc1,c1.1_20170620_072300.jpg,20170620,723,1,,,,,,
c1.1,Loc1,c1.1_20170620_072400.jpg,20170620,724,1,,,,,,
c1.1,Loc1,c1.1_20170620_072500.jpg,20170620,725,1,,,,,,
c1.1,Loc1,c1.1_20170620_072600.jpg,20170620,726,1,,,,,,
c1.1,Loc1,c1.1_20170620_072700.jpg,20170620,727,1,,,,,,
c1.1,Loc1,c1.1_20170620_072800.jpg,20170620,728,1,,,,,,
c1.1,Loc1,c1.1_20170620_072900.jpg,20170620,729,1,,,,,,
c1.1,Loc1,c1.1_20170620_073000.jpg,20170620,730,1,,,,,,
c1.1,Loc1,c1.1_20170620_073100.jpg,20170620,731,1,,,,,,
c1.1,Loc1,c1.1_20170620_073200.jpg,20170620,732,1,,,,,,
c1.1,Loc1,c1.1_20170620_073300.jpg,20170620,733,1,,,,,,
c1.1,Loc1,c1.1_20170620_073400.jpg,20170620,734,1,,,,,,
c1.1,Loc1,c1.1_20170620_073500.jpg,20170620,735,1,,,,,,
c1.1,Loc1,c1.1_20170620_073600.jpg,20170620,736,1,,,,,,
c1.1,Loc1,c1.1_20170620_073700.jpg,20170620,737,1,,,,,,
c1.1,Loc1,c1.1_20170620_073800.jpg,20170620,738,1,,,,,,
c1.1,Loc1,c1.1_20170620_073900.jpg,20170620,739,1,,,,,,
c1.1,Loc1,c1.1_20170620_074000.jpg,20170620,740,1,,,,,,
c1.1,Loc1,c1.1_20170620_074100.jpg,20170620,741,1,,,,,,
c1.1,Loc1,c1.1_20170620_074200.jpg,20170620,742,1,,,,,,
c1.1,Loc1,c1.1_20170620_074300.jpg,20170620,743,1,,,,,,
c1.1,Loc1,c1.1_20170620_074400.jpg,20170620,744,1,,,,,,
c1.1,Loc1,c1.1_20170620_074500.jpg,20170620,745,1,,,,,,
c1.1,Loc1,c1.1_20170620_074600.jpg,20170620,746,1,,,,,,
c1.1,Loc1,c1.1_20170620_074700.jpg,20170620,747,1,,,,,,
c1.1,Loc1,c1.1_20170620_074800.jpg,20170620,748,1,,,,,,
c1.1,Loc1,c1.1_20170620_074900.jpg,20170620,749,1,,,,,,
c1.1,Loc1,c1.1_20170620_075000.jpg,20170620,750,1,,,,,,
c1.1,Loc1,c1.1_20170620_075100.jpg,20170620,751,1,,,,,,
c1.1,Loc1,c1.1_20170620_075200.jpg,20170620,752,1,,,,,,
c1.1,Loc1,c1.1_20170620_075300.jpg,20170620,753,1,,,,,,
c1.1,Loc1,c1.1_20170620_075400.jpg,20170620,754,1,,,,,,
c1.1,Loc1,c1.1_20170620_075500.jpg,20170620,755,1,,,,,,
c1.1,Loc1,c1.1_20170620_075600.jpg,20170620,756,1,,,,,,
c1.1,Loc1,c1.1_20170620_075700.jpg,20170620,757,1,,,,,,
c1.1,Loc1,c1.1_20170620_075800.jpg,20170620,758,1,,,,,,
c1.1,Loc1,c1.1_20170620_075900.jpg,20170620,759,1,,,,,,
c1.1,Loc1,c1.1_20170620_080000.jpg,20170620,800,1,,,,,,
c1.1,Loc1,c1.1_20170620_080100.jpg,20170620,801,1,,,,,,
c1.1,Loc1,c1.1_20170620_080200.jpg,20170620,802,1,,,,,,
c1.1,Loc1,c1.1_20170620_080300.jpg,20170620,803,1,,,,,,
c1.1,Loc1,c1.1_20170620_080400.jpg,20170620,804,1,,,,,,
c1.1,Loc1,c1.1_20170620_080500.jpg,20170620,805,1,,,,,,
c1.1,Loc1,c1.1_20170620_080600.jpg,20170620,806,1,,,,,,
c1.1,Loc1,c1.1_20170620_080700.jpg,20170620,807,1,,,,,,
c1.1,Loc1,c1.1_20170620_080800.jpg,20170620,808,1,,,,,,
c1.1,Loc1,c1.1_20170620_080900.jpg,20170620,809,1,,,,,,
c1.1,Loc1,c1.1_20170620_081000.jpg,20170620,810,1,,,,,,
c1.1,Loc1,c1.1_20170620_081100.jpg,20170620,811,1,,,,,,
c1.1,Loc1,c1.1_20170620_081200.jpg,20170620,812,1,,,,,,
c1.1,Loc1,c1.1_20170620_081300.jpg,20170620,813,1,,,,,,
c1.1,Loc1,c1.1_20170620_081400.jpg,20170620,814,1,,,,,,
c1.1,Loc1,c1.1_20170620_081500.jpg,20170620,815,1,,,,,,
c1.1,Loc1,c1.1_20170620_081600.jpg,20170620,816,1,,,,,,
c1.1,Loc1,c1.1_20170620_081700.jpg,20170620,817,1,,,,,,
c1.1,Loc1,c1.1_20170620_081800.jpg,20170620,818,1,,,,,,
c1.1,Loc1,c1.1_20170620_081900.jpg,20170620,819,1,,,,,,
c1.1,Loc1,c1.1_20170620_082000.jpg,20170620,820,1,,,,,,
c1.1,Loc1,c1.1_20170620_082100.jpg,20170620,821,1,,,,,,
c1.1,Loc1,c1.1_20170620_082200.jpg,20170620,822,1,,,,,,
c1.1,Loc1,c1.1_20170620_082300.jpg,20170620,823,1,,,,,,
c1.1,Loc1,c1.1_20170620_082400.jpg,20170620,824,1,,,,,,
c1.1,Loc1,c1.1_20170620_082500.jpg,20170620,825,1,,,,,,
c1.1,Loc1,c1.1_20170620_082600.jpg,20170620,826,1,,,,,,
c1.1,Loc1,c1.1_20170620_082700.jpg,20170620,827,1,,,,,,
c1.1,Loc1,c1.1_20170620_082800.jpg,20170620,828,1,,,,,,
c1.1,Loc1,c1.1_20170620_082900.jpg,20170620,829,1,,,,,,
c1.1,Loc1,c1.1_20170620_083000.jpg,20170620,830,1,,,,,,
c1.1,Loc1,c1.1_20170620_083100.jpg,20170620,831,1,,,,,,
c1.1,Loc1,c1.1_20170620_083200.jpg,20170620,832,1,,,,,,
c1.1,Loc1,c1.1_20170620_083300.jpg,20170620,833,1,,,,,,
c1.1,Loc1,c1.1_20170620_083400.jpg,20170620,834,1,,,,,,
c1.1,Loc1,c1.1_20170620_083500.jpg,20170620,835,1,,,,,,
c1.1,Loc1,c1.1_20170620_083600.jpg,20170620,836,1,,,,,,
c1.1,Loc1,c1.1_20170620_083700.jpg,20170620,837,1,,,,,,
c1.1,Loc1,c1.1_20170620_083800.jpg,20170620,838,1,,,,,,
c1.1,Loc1,c1.1_20170620_083900.jpg,20170620,839,1,1,,1,,,
c1.1,Loc1,c1.1_20170620_084000.jpg,20170620,840,1,,,,,,
c1.1,Loc1,c1.1_20170620_084100.jpg,20170620,841,1,,,,,,
c1.1,Loc1,c1.1_20170620_084200.jpg,20170620,842,1,,,,,,
c1.1,Loc1,c1.1_20170620_084300.jpg,20170620,843,1,,,,,,
c1.1,Loc1,c1.1_20170620_084400.jpg,20170620,844,1,,,,,,
c1.1,Loc1,c1.1_20170620_084500.jpg,20170620,845,1,,,,,,
c1.1,Loc1,c1.1_20170620_084600.jpg,20170620,846,1,,,,,,
c1.1,Loc1,c1.1_20170620_084700.jpg,20170620,847,1,,,,,,
c1.1,Loc1,c1.1_20170620_084800.jpg,20170620,848,1,,,,,,
c1.1,Loc1,c1.1_20170620_084900.jpg,20170620,849,1,,,,,,
c1.1,Loc1,c1.1_20170620_085000.jpg,20170620,850,1,,,,,,
c1.1,Loc1,c1.1_20170620_085100.jpg,20170620,851,1,,,,,,
c1.1,Loc1,c1.1_20170620_085200.jpg,20170620,852,1,,,,,,
c1.1,Loc1,c1.1_20170620_085300.jpg,20170620,853,1,,,,,,
c1.1,Loc1,c1.1_20170620_085400.jpg,20170620,854,1,,,,,,
c1.1,Loc1,c1.1_20170620_085500.jpg,20170620,855,1,,,,,,
c1.1,Loc1,c1.1_20170620_085600.jpg,20170620,856,1,,,,,,
c1.1,Loc1,c1.1_20170620_085700.jpg,20170620,857,1,,,,,,
c1.1,Loc1,c1.1_20170620_085800.jpg,20170620,858,1,,,,,,
c1.1,Loc1,c1.1_20170620_085900.jpg,20170620,859,1,,,,,,
c1.1,Loc1,c1.1_20170620_090000.jpg,20170620,900,1,,,,,,
c1.1,Loc1,c1.1_20170620_090100.jpg,20170620,901,1,,,,,,
c1.1,Loc1,c1.1_20170620_090200.jpg,20170620,902,1,,,,,,
c1.1,Loc1,c1.1_20170620_090300.jpg,20170620,903,1,,,,,,
c1.1,Loc1,c1.1_20170620_090400.jpg,20170620,904,1,,,,,,
c1.1,Loc1,c1.1_20170620_090500.jpg,20170620,905,1,,,,,,
c1.1,Loc1,c1.1_20170620_090600.jpg,20170620,906,1,,,,,,
c1.1,Loc1,c1.1_20170620_090700.jpg,20170620,907,1,,,,,,
c1.1,Loc1,c1.1_20170620_090800.jpg,20170620,908,1,,,,,,
